Nhóm hàng,Nhóm ngành,Nhóm sản phẩm cấp 1,Nhóm sản phẩm cấp 2,Mã hàng,Tên hàng,SL Bán,Doanh thu,SL Trả,Giá trị trả,Doanh thu thuần,Tổng giá vốn,Lợi nhuận,Tỷ suất
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q122XNC,Quần lót ren thêu hoa dây đan trước xanh ngọc,8,560000,0,0,560000,200526,359474, 64.19% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q122XD,Quần lót ren thêu hoa to dây đan trước màu xanh đậm,8,560000,0,0,560000,200526,359474, 64.19% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7HTOM,Quần lót cotton điểm ren trắng đính nơ màu hồng tôm M,12,615032,0,0,615032,259052,355980, 57.88% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q73GVM,Quần lót thoáng khí cotton màu ghi vàng M,12,620587,0,0,620587,265956,354631, 57.14% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1CAMM,Quần lót cotton đính ren ở viền màu cam kèm nơ M,11,590263,0,0,590263,238320,351943, 59.62% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ6GL,Quần lót cotton điểm sọc ngang ghi L,13,672708,0,0,672708,321787,350921, 52.17% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CQ57XD,Quần lót màu xanh đậm mặt sau chữ T,8,602517,0,0,602517,255232,347285, 57.64% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q116T,Quần lót cotton gân phối ren trắng,8,509025,0,0,509025,162122,346903, 68.15% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3CAMM,Quần lót cotton sexy đính ren ở viền màu vàng cam kèm nơ M,11,556563,0,0,556563,210092,346471, 62.25% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q73GVL,Quần lót thoáng khí cotton màu ghi vàng L,17,922183,0,0,922183,576441,345742, 37.49% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68BEL,Quần lót màu be họa tiết ren đính nơ L,7,525303,0,0,525303,181074,344229, 65.53% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q114G,Quần lót cotton viền ren trắng màu ghi,7,491187,0,0,491187,154446,336741, 68.56% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q63XN,Quần lót ren màu xanh nhạt đai quần bằng dây,17,916087,2,-106780,809307,475007,334300, 41.31% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68DTL,Quần lót màu đỏ tươi họa tiết ren đính nơ L,7,490828,0,0,490828,156734,334094, 68.07% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2CAML,Quần lót trơn cotton đính ren ở viền màu cam L,11,577613,0,0,577613,243919,333694, 57.77% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q114XNC,Quần lót cotton viền ren trắng màu xanh NGỌC,8,529324,1,-49455,479869,146782,333087, 69.41% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68BEXL,Quần lót màu be họa tiết ren đính nơ XL,9,567262,0,0,567262,234648,332614, 58.63% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q89HP,Quần lót dây hông ren thêu màu hồng phấn,8,472979,0,0,472979,140477,332502, 70.30% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,DH08DEL,Quần lót định hình tạo eo màu đen L,4,581899,0,0,581899,249468,332431, 57.13% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68TDL,Quần lót màu tím đậm họa tiết ren đính nơ L,8,535000,0,0,535000,206362,328638, 61.43% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ6XNL,Quần lót cotton điểm sọc ngang xanh nhạt L,11,615215,0,0,615215,287449,327766, 53.28% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL24DE,Quần lót len tăm phối ren đen,9,554972,0,0,554972,229090,325882, 58.72% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL01T,Quần lót ren hoa TMĐT trắng,13,514333,0,0,514333,190296,324037, 63.00% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q73XNCL,Quần lót thoáng khí cotton màu xanh ngọc L,17,1003865,4,-260000,743865,421643,322222, 43.32% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3GNM,Quần lót cotton sexy đính ren ở viền màu ghi nhạt kèm nơ M,11,535080,0,0,535080,212968,322112, 60.20% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ6GM,Quần lót cotton điểm sọc ngang ghi M,10,590660,0,0,590660,271138,319522, 54.10% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL18HC,Quần lót cotton nhẹ màu hồng cam,17,416441,0,0,416441,101294,315147, 75.68% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3XNCL,Quần lót cotton sexy đính ren ở viền màu xanh ngọc kèm nơ L,10,511526,0,0,511526,197571,313955, 61.38% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q43DEL,Quần lót trơn lọt khe đen,7,449966,0,0,449966,139188,310778, 69.07% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2TNL,Quần lót trơn cotton đính ren ở viền màu tím nhạt L,12,545600,0,0,545600,238730,306870, 56.24% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3HPL,Quần lót cotton sexy đính ren ở viền màu hồng phấn kèm nơ L,11,522852,0,0,522852,216796,306056, 58.54% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4DEL,Quần lót cotton có gân màu đen có ren ở viền kèm nơ L,11,550034,0,0,550034,250173,299861, 54.52% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2HTOM,Quần lót trơn cotton đính ren ở viền màu hồng tôm M,10,498630,0,0,498630,201479,297151, 59.59% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3TNM,Quần lót cotton sexy đính ren ở viền màu tím nhạt kèm nơ M,9,471542,0,0,471542,175072,296470, 62.87% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q85TD,Quần lót ren 2 màu điểm nơ màu tím đậm,8,428565,0,0,428565,136128,292437, 68.24% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ5TM,Quần lót trơn ren trắng size M,8,444174,0,0,444174,153044,291130, 65.54% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QZ0105TM,Quần lót ren giọt lệ màu trắng size M,10,693004,0,0,693004,408000,285004, 41.13% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4VL,Quần lót cotton có gân màu vàng có ren ở viền kèm nơ L,7,397992,0,0,397992,113415,284577, 71.50% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q73XNCM,Quần lót thoáng khí cotton màu xanh ngọc M,10,504057,0,0,504057,220199,283858, 56.31% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q91BE,Quần lót su trơn munafie màu be,8,500000,0,0,500000,219441,280559, 56.11% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68XDL,Quần lót màu xanh đậm họa tiết ren đính nơ L,7,452861,0,0,452861,172979,279882, 61.80% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QZ0105TXL,Quần lót ren giọt lệ màu trắng size XL,10,687753,0,0,687753,408000,279753, 40.68% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q114DE,Quần lót cotton viền ren trắng màu đen,5,372588,0,0,372588,96350,276238, 74.14% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q117XNC,Quần lót ren sexy xanh ngọc,7,471435,1,-70000,401435,125564,275871, 68.72% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1BHM,Quần lót cotton đính ren ở viền màu be hồng kèm nơ M,9,450997,0,0,450997,176493,274504, 60.87% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q78GL,Quần lót trơn cotton màu ghi L,8,431096,0,0,431096,163192,267904, 62.14% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2XLNM,Quần lót trơn cotton đính ren ở viền màu xanh lá nhạt M,10,463375,0,0,463375,196760,266615, 57.54% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2TNM,Quần lót trơn cotton đính ren ở viền màu tím nhạt M,16,644560,1,-60000,584560,323480,261080, 44.66% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QAM07DD,Quần lót mẫu AM07 màu đỏ đậm,22,787439,3,-115408,672031,414220,257811, 38.36% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL23G,Quần lót cotton kháng khuẩn màu ghi,6,395888,1,-80000,315888,60302,255586, 80.91% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4DEM,Quần lót cotton có gân màu đen có ren ở viền kèm nơ M,8,438713,0,0,438713,185598,253115, 57.69% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ9DE,Quần lót trơn cotton VN màu đen Angela Secret,5,341695,0,0,341695,90000,251695, 73.66% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ6HTIM,Quần lót cotton điểm sọc ngang hồng tím M,8,449218,0,0,449218,198120,251098, 55.90% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2VL,Quần lót trơn cotton đính ren ở viền màu vàng L,8,409370,0,0,409370,160239,249131, 60.86% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL24TN,Quần lót len tăm phối ren tím nhạt,6,417279,0,0,417279,169133,248146, 59.47% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL01DE,Quần lót ren hoa TMĐT đen,14,453966,0,0,453966,208071,245895, 54.17% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ5XNM,Quần lót trơn ren xanh nhạt size M,8,433573,1,-60000,373573,127974,245599, 65.74% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3GNL,Quần lót cotton sexy đính ren ở viền màu ghi nhạt kèm nơ L,9,419862,0,0,419862,174592,245270, 58.42% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q17BE,Quần lót ren 3 dây hai bên màu BE,6,316020,0,0,316020,71021,244999, 77.53% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q73HTOM,Quần lót thoáng khí cotton màu hồng tôm M,10,578261,0,0,578261,334182,244079, 42.21% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2HPL,Quần lót trơn cotton đính ren ở viền màu hồng phấn L,8,405344,0,0,405344,162407,242937, 59.93% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q72DD,Quần lót ren dây tạo kiểu màu đỏ đậm họa tiết hoa,7,370886,0,0,370886,131042,239844, 64.67% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q87XNC,Quần lót ren đính nơ nhỏ màu xanh ngọc,5,369024,0,0,369024,129867,239157, 64.81% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2HTOL,Quần lót trơn cotton đính ren ở viền màu hồng tôm L,10,480258,1,-60000,420258,183400,236858, 56.36% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ9XD,Quần lót trơn cotton VN màu xanh đậm Angela Secret,5,326045,0,0,326045,90000,236045, 72.40% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q78TNL,Quần lót trơn cotton màu tím nhạt L,8,414202,0,0,414202,183552,230650, 55.69% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL31DT,Quần lót ren hoa sexy đỏ tươi,6,318876,0,0,318876,88290,230586, 72.31% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,DH08GXL,Quần lót định hình tạo eo màu ghi XL,2,328324,0,0,328324,99146,229178, 69.80% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q115HTI,Quần lót lụa băng phối phối ren hồng tím,6,406538,1,-70000,336538,109547,226991, 67.45% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q72XD,Quần lót ren dây tạo kiểu màu xanh đậm họa tiết hoa,7,373767,0,0,373767,146937,226830, 60.69% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q117XG,Quần lót ren sexy xanh ghi,6,401435,1,-70000,331435,106482,224953, 67.87% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL20BE,Quần lót ren hoa màu be,5,342544,0,0,342544,120563,221981, 64.80% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL31DE,Quần lót ren hoa sexy đen,5,294386,0,0,294386,73575,220811, 75.01% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1CAML,Quần lót cotton đính ren ở viền màu cam kèm nơ L,8,415088,0,0,415088,196435,218653, 52.68% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q87DE,Quần lót ren đính nơ nhỏ màu đen,5,347285,0,0,347285,129861,217424, 62.61% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL24HP,Quần lót len tăm phối ren hồng phấn,6,393830,0,0,393830,178248,215582, 54.74% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ6HPM,Quần lót cotton điểm sọc ngang hồng phấn M,6,363659,0,0,363659,149340,214319, 58.93% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q78BEL,Quần lót trơn cotton màu be L,7,366347,0,0,366347,152929,213418, 58.26% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q104HPM,Quần lót trơn lọt khe hồng phấn M,5,308909,0,0,308909,102340,206569, 66.87% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ6XDL,Quần lót cotton điểm sọc ngang xanh đậm L,5,335298,0,0,335298,130288,205010, 61.14% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q79TN,Quần lót trơn cotton màu tím nhạt,7,313658,0,0,313658,114170,199488, 63.60% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ6HTIL,Quần lót cotton điểm sọc ngang hồng tím L,7,378414,0,0,378414,180618,197796, 52.27% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4GL,Quần lót cotton có gân màu ghi có ren ở viền kèm nơ L,9,443515,1,-52920,390595,195747,194848, 49.88% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q120DE,Quần lót ren hoa hồng đen freesize,4,266464,0,0,266464,72298,194166, 72.87% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q78XDL,Quần lót cotton màu xanh đậm chấm bi L,6,356211,0,0,356211,162420,193791, 54.40% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QAM07T,Quần lót mẫu AM07 màu trắng,14,514060,1,-22875,491185,297414,193771, 39.45% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q57BE,Quần lót ren màu be mặt sau chữ T,8,570084,3,-240000,330084,137435,192649, 58.36% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q122HN,Quần lót ren thêu hoa to dây đan trước màu hồng nhạt,4,280000,0,0,280000,88476,191524, 68.40% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL19HC,Quần lót cotton viền đen màu hồng cam,36,454108,0,0,454108,263474,190634, 41.98% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68TDM,Quần lót màu tím đậm họa tiết ren đính nơ M,5,318272,0,0,318272,128989,189283, 59.47% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q121DH,Quần lót ren ba sọc thẳng mặt trước đỏ hồng freesize,5,295554,0,0,295554,108731,186823, 63.21% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,DH08DTL,Quần lót định hình tạo eo màu đỏ tươi L,2,309600,0,0,309600,124736,184864, 59.71% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q73HTOL,Quần lót thoáng khí cotton màu đỏ hồng tôm L,9,475835,0,0,475835,292939,182896, 38.44% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q116XD,Quần lót cotton gân phối ren xanh đậm (KV),4,266863,0,0,266863,84272,182591, 68.42% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,DH08DEXL,Quần lót định hình tạo eo màu đen XL,2,310458,0,0,310458,128024,182434, 58.76% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q91DE,Quần lót su trơn munafie màu đen,7,373662,0,0,373662,192012,181650, 48.61% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q15,Quần lót ren 3 dây hai bên màu xanh coban,4,227487,0,0,227487,47068,180419, 79.31% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL01TN,Quần lót ren hoa TMĐT tím nhạt,10,323766,0,0,323766,145722,178044, 54.99% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q121HP,Quần lót ren ba sọc thẳng mặt trước hồng phấn freesize,4,268221,0,0,268221,90259,177962, 66.35% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q67BE,Quần lót ren màu be họa tiết hoa to,5,265075,0,0,265075,87639,177436, 66.94% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL18T,Quần lót cotton nhẹ màu trắng,12,245704,0,0,245704,72000,173704, 70.70% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QD2BES,Quần độn mông trơn màu be S,3,330000,0,0,330000,159000,171000, 51.82% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q03T,Quần lót ren charm màu trắng,7,420000,0,0,420000,249892,170108, 40.50% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL01DT,Quần lót ren hoa TMĐT đỏ tươi,10,317133,0,0,317133,148364,168769, 53.22% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q118DE,Quần lót ren sao dây đan đen,5,306863,0,0,306863,139379,167484, 54.58% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL20DE,Quần lót ren hoa màu đen,4,261549,0,0,261549,97213,164336, 62.83% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL01HP,Quần lót ren hoa TMĐT hồng phấn,11,325844,0,0,325844,162213,163631, 50.22% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q120HP,Quần lót ren hoa hồng hồng phấn freesize,3,210000,0,0,210000,54374,155626, 74.11% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL22TN,Quần lót cotton viền ren lưới đính cúc tím nhạt,3,209914,0,0,209914,55777,154137, 73.43% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q87HP,Quần lót ren đính nơ nhỏ màu hồng phấn,3,225000,0,0,225000,71277,153723, 68.32% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q104DTM,Quần lót trơn lọt khe đỏ tươi M,5,252192,0,0,252192,102340,149852, 59.42% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68XDXL,Quần lót màu xanh đậm họa tiết ren đính nơ XL,3,240000,0,0,240000,90183,149817, 62.42% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1XNCL,Quần lót cotton đính ren ở viền màu xanh kèm nơ L,4,215024,0,0,215024,65984,149040, 69.31% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68XDM,Quần lót màu xanh đậm họa tiết ren đính nơ M,6,294453,0,0,294453,145600,148853, 50.55% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q55BE,Quần lót ren mẫu khuy cài trước màu be,7,256536,1,0,256536,108528,148008, 57.69% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q91VN,Quần lót su trơn munafie màu vàng nhạt,6,356671,1,-70000,286671,138730,147941, 51.61% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL14BE,Quần lót cotton thông hơi định hình be,3,217909,0,0,217909,72210,145699, 66.86% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q57G,Quần lót ren màu ghi mặt sau chữ T,5,379000,2,-160000,219000,76757,142243, 64.95% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q86XC,Quần lót ren hoa xanh coban,4,209435,0,0,209435,67200,142235, 67.91% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q120DT,Quần lót ren hoa hồng đỏ tươi freesize,3,196464,0,0,196464,54374,142090, 72.32% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL33T,Quần lót ren lọt khe trắng,3,180000,0,0,180000,38874,141126, 78.40% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL33DE,Quần lót ren lọt khe đen,3,180000,0,0,180000,38874,141126, 78.40% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q104DEL,Quần lót trơn lọt khe đen L,3,210000,0,0,210000,70494,139506, 66.43% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q107HPM,Quần lót ren màu hồng phấn M,3,210000,0,0,210000,72093,137907, 65.67% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q43BEL,Quần lót trơn lọt khe be L,3,185944,0,0,185944,48453,137491, 73.94% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q67T,Quần lót ren màu trắng họa tiết hoa to,4,227530,1,-51333,176197,40236,135961, 77.16% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3XNCM,Quần lót cotton sexy đính ren ở viền màu xanh ngọc kèm nơ M,4,216011,0,0,216011,80271,135740, 62.84% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL28DE,Quần lót lọt khe cotton màu đen,3,174829,0,0,174829,39216,135613, 77.57% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q35XNC,Quần lót nơ mix ren trắng màu xanh ngọc,5,265952,0,0,265952,131410,134542, 50.59% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL18DT,Quần lót cotton nhẹ màu đỏ tươi,4,154058,0,0,154058,22316,131742, 85.51% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q104XNM,Quần lót trơn lọt khe xanh nhạt M,3,192374,0,0,192374,61404,130970, 68.08% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL30BE,Quần lót cạp V phối lưới màu be,3,171408,0,0,171408,41085,130323, 76.03% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q84BEA,Quần váy ghen bụng cao màu be size A (M/L),2,240000,0,0,240000,110000,130000, 54.17% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q84DEA,Quần váy ghen bụng cao màu đen size A (M/L),2,240000,0,0,240000,110000,130000, 54.17% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1TNL,Quần lót cotton đính ren ở viền màu tím nhạt kèm nơ L,4,219692,0,0,219692,90148,129544, 58.97% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q121DE,Quần lót ren ba sọc thẳng mặt trước đen freesize,3,198221,0,0,198221,68958,129263, 65.21% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL25T,Quần lót ren đan kèm nơ trắng,3,196000,0,0,196000,67497,128503, 65.56% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q43DT,Quần lót trơn lọt khe đỏ tươi,3,190688,0,0,190688,62207,128481, 67.38% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q91G,Quần lót su trơn munafie màu ghi,3,210000,0,0,210000,83208,126792, 60.38% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL16HP,Quần lót cotton đan lưới hồng phấn,3,210000,0,0,210000,83511,126489, 60.23% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q121VN,Quần lót ren ba sọc thẳng mặt trước vàng nhạt freesize,3,198221,0,0,198221,71787,126434, 63.78% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL20G,Quần lót ren hoa màu ghi,3,198981,0,0,198981,72592,126389, 63.52% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ6XNM,Quần lót cotton điểm sọc ngang xanh nhạt M,5,300938,1,-70000,230938,105160,125778, 54.46% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL34DE,Quần lót cotton lọt khe màu đen,4,218459,0,0,218459,92764,125695, 57.54% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q115XG,Quần lót lụa băng phối phối ren xanh ghi,4,266538,1,-70000,196538,71456,125082, 63.64% 
