Nhóm hàng,Nhóm ngành,Nhóm sản phẩm cấp 1,Nhóm sản phẩm cấp 2,Mã hàng,Tên hàng,SL Bán,Doanh thu,SL Trả,Giá trị trả,Doanh thu thuần,Tổng giá vốn,Lợi nhuận,Tỷ suất
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q118T,Quần lót ren sao dây đan trắng,23,1646127,2,-97649,1548478,585918,962560, 62.16% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q111G,Quần lót ren hoa kèm nơ ghi,22,1475557,2,-140000,1335557,383580,951977, 71.28% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q84DD,Quần lót ren hoa màu đỏ đậm đính nơ,21,1365722,0,0,1365722,420025,945697, 69.25% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q69T,Quần lót ren màu trắng đính nơ,24,1648489,0,0,1648489,711838,936651, 56.82% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q118XG,Quần lót ren sao dây đan xanh ghi,24,1671002,4,-179586,1491416,558014,933402, 62.58% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QAM07DE,Quần lót mẫu AM07 màu đen,78,2736375,10,-343371,2393004,1476756,916248, 38.29% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q108XD,Quần lót su lọt khe ren sau xanh đậm,18,1185725,0,0,1185725,269538,916187, 77.27% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4VM,Quần lót cotton có gân màu vàng có ren ở viền kèm nơ M,29,1483845,0,0,1483845,572771,911074, 61.40% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68BEM,Quần lót màu be họa tiết ren đính nơ M,20,1422630,0,0,1422630,522177,900453, 63.29% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q108DT,Quần lót su lọt khe ren sau đỏ tươi,17,1164806,1,-70000,1094806,241325,853481, 77.96% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL19XG,Quần lót cotton viền đen màu xanh ghi,82,1425379,1,-41546,1383833,538224,845609, 61.11% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q113HTI,Quần lót ren mềm đính nơ hồng tím,19,1435694,1,-80000,1355694,511312,844382, 62.28% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q69XNC,Quần lót ren màu xanh ngọc đính nơ,19,1327447,0,0,1327447,495875,831572, 62.64% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q84XD,Quần lót ren hoa màu xanh đậm đính nơ,17,1170263,0,0,1170263,340522,829741, 70.90% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL19DE,Quần lót cotton viền đen màu đen,69,1249399,6,-38250,1211149,388151,822998, 67.95% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4HPM,Quần lót cotton có gân màu hồng phấn có ren ở viền kèm nơ M,30,1516963,1,-60000,1456963,646480,810483, 55.63% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q36,Quần lót ren dễ thương nhiều hoa xanh,22,1454267,1,-70000,1384267,578759,805508, 58.19% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL19G,Quần lót cotton viền đen màu ghi,64,1197045,9,-63000,1134045,334775,799270, 70.48% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q36DT,Quần lót ren dễ thương nhiều hoa màu đỏ tươi,21,1349855,1,-70000,1279855,483706,796149, 62.21% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68DEM,Quần lót màu đen họa tiết ren đính nơ M,16,1198175,0,0,1198175,407672,790503, 65.98% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q84DT,Quần lót ren hoa màu đỏ tươi đính nơ,16,1084876,0,0,1084876,304500,780376, 71.93% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q89DT,Quần lót dây hông ren thêu màu đỏ tươi,18,1072979,0,0,1072979,296541,776438, 72.36% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q35HP,Quần lót nơ mix ren trắng màu hồng phấn,23,1309839,0,0,1309839,539418,770421, 58.82% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q63T,Quần lót ren màu trắng đai quần bằng dây,22,1301712,0,0,1301712,534861,766851, 58.91% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q65HP,Quần lót ren màu hồng phấn đính kèm nơ,15,1111404,1,-80000,1031404,270257,761147, 73.80% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q65BE,Quần lót ren màu be đính kèm nơ,15,1110401,1,-80000,1030401,273444,756957, 73.46% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4GM,Quần lót cotton có gân màu ghi có ren ở viền kèm nơ M,29,1390723,0,0,1390723,640078,750645, 53.98% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q111DT,Quần lót ren hoa kèm nơ đỏ tươi,19,1246575,3,-210000,1036575,306864,729711, 70.40% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL08-3L,Combo 3 quần quần lót len tăm L,10,972260,0,0,972260,251490,720770, 74.13% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL18G,Quần lót cotton nhẹ màu ghi,25,836001,0,0,836001,144522,691479, 82.71% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q58DE,Quần lót ren dây chéo màu đen,17,993267,0,0,993267,302390,690877, 69.56% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q69DE,Quần lót ren màu đen đính nơ,19,1347389,0,0,1347389,659491,687898, 51.05% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q84G,Quần lót ren hoa màu ghi đính nơ,16,996047,0,0,996047,308480,687567, 69.03% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL23BE,Quần lót cotton kháng khuẩn màu be,12,834514,0,0,834514,147090,687424, 82.37% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q113G,Quần lót ren mềm đính nơ ghi,15,1100333,0,0,1100333,425706,674627, 61.31% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68DTM,Quần lót màu đỏ tươi họa tiết ren đính nơ M,14,1034622,0,0,1034622,363090,671532, 64.91% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q84DE,Quần lót ren hoa màu đen đính nơ,18,1139805,1,-75000,1064805,406531,658274, 61.82% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QAM07XD,Quần lót mẫu AM07 màu xanh đậm,58,1991820,6,-218880,1772940,1115452,657488, 37.08% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL27ND,Quần lót kháng khuẩn phối ren màu nâu đất,13,954615,0,0,954615,301639,652976, 68.40% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q74GM,Quần lót thoáng khí cotton màu ghi chữ YTX sizze M,18,1032657,0,0,1032657,382500,650157, 62.96% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1HTOM,Quần lót cotton đính ren ở viền màu hồng tôm kèm nơ M,24,1174226,0,0,1174226,525372,648854, 55.26% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q58TD,Quần lót ren dây chéo màu tím đậm,17,940614,0,0,940614,297171,643443, 68.41% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q31HP,Quần lót ren cánh bướm màu hồng phấn,20,1129144,1,-58800,1070344,440545,629799, 58.84% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QD2BEM,Quần độn mông trơn màu be M,13,1309180,0,0,1309180,688000,621180, 47.45% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q74HTOM,Quần lót thoáng khí cotton màu hồng tôm chữ YTX size M,18,1042172,0,0,1042172,421239,620933, 59.58% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q36T,Quần lót ren dễ thương nhiều hoa màu Trắng,15,1025475,1,-70000,955475,336846,618629, 64.75% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1HTOL,Quần lót cotton đính ren ở viền màu hồng tôm kèm nơ L,22,1087250,0,0,1087250,469292,617958, 56.84% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q63HP,Quần lót ren màu hồng phấn đai quần bằng dây,19,1069784,0,0,1069784,454880,614904, 57.48% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q61DE,Quần lót ren đen có dây đính kèm nơ 2 bên,13,924865,0,0,924865,317533,607332, 65.67% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL08-5L,Combo 5 quần quần lót len tăm L,6,855344,0,0,855344,251490,603854, 70.60% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q85DT,Quần lót ren 2 màu điểm nơ màu đỏ tươi,19,933477,0,0,933477,333967,599510, 64.22% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q83BEB,Quần lót ghen bụng cao màu be size B (XL/XXL),9,1056732,0,0,1056732,465000,591732, 56.00% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4XNCM,Quần lót cotton có gân màu xanh ngọc có ren ở viền kèm nơ M,23,1096862,0,0,1096862,510545,586317, 53.45% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q74BEM,Quần lót thoáng khí cotton màu be chữ YTX size M,17,972815,0,0,972815,387065,585750, 60.21% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL27BE,Quần lót kháng khuẩn phối ren màu be,11,838631,0,0,838631,253723,584908, 69.75% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2HPM,Quần lót trơn cotton đính ren ở viền màu hồng phấn M,21,1048888,1,-60000,988888,410733,578155, 58.47% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q116BE,Quần lót cotton gân phối ren be,13,832582,0,0,832582,254617,577965, 69.42% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL26TD,Quần lót len tăm cạp cao tím đậm,11,761132,0,0,761132,183922,577210, 75.84% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q85DE,Quần lót ren 2 màu điểm nơ màu đen,18,906470,0,0,906470,337233,569237, 62.80% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7XNCM,Quần lót cotton điểm ren trắng đính nơ màu xanh ngọc M,16,889943,0,0,889943,323526,566417, 63.65% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL18VN,Quần lót cotton nhẹ màu vàng,34,805628,1,-50000,755628,195383,560245, 74.14% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL27HP,Quần lót kháng khuẩn phối ren màu hồng phấn,12,840210,0,0,840210,281236,558974, 66.53% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7GM,Quần lót cotton điểm ren trắng đính nơ màu ghi M,17,904237,0,0,904237,355719,548518, 60.66% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4TNL,Quần lót cotton có gân màu tím nhạt có ren ở viền kèm nơ L,20,975700,0,0,975700,431433,544267, 55.78% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1VM,Quần lót cotton đính ren ở viền màu vàng kèm nơ M,19,1023040,1,-60000,963040,430167,532873, 55.33% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q78HPL,Quần lót trơn cotton màu hồng phấn L,17,917185,0,0,917185,387814,529371, 57.72% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1DEM,Quần lót cotton đính ren ở viền màu đen kèm nơ M,19,908469,0,0,908469,380263,528206, 58.14% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7VL,Quần lót cotton điểm ren trắng đính nơ màu vàng L,17,884961,0,0,884961,360100,524861, 59.31% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4XNCL,Quần lót cotton có gân màu xanh ngọc có ren ở viền kèm nơ L,19,924339,0,0,924339,406829,517510, 55.99% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL26XG,Quần lót len tăm cạp cao xanh ghi,12,740332,0,0,740332,228010,512322, 69.20% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3VM,Quần lót cotton sexy đính ren ở viền màu vàng kèm nơ M,16,813764,0,0,813764,303491,510273, 62.71% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q36XD,Quần lót ren dễ thương nhiều hoa màu xanh đậm,17,1048681,0,0,1048681,540432,508249, 48.47% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3HPM,Quần lót cotton sexy đính ren ở viền màu hồng phấn kèm nơ M,15,816224,0,0,816224,311120,505104, 61.88% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q74HPM,Quần lót thoáng khí cotton màu hồng phấn chữ YTX M,14,800239,0,0,800239,296695,503544, 62.92% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q73DEM,Quần lót thoáng khí cotton màu đen M,19,1061176,0,0,1061176,557992,503184, 47.42% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QZ0105DDM,Quần lót ren giọt lệ màu đỏ đậm size M,18,1228442,0,0,1228442,734400,494042, 40.22% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q31DT,Quần lót ren cánh bướm đỏ tươi,18,977837,2,-117600,860237,367366,492871, 57.29% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q73GM,Quần lót thoáng khí cotton màu ghi M,16,865630,0,0,865630,373377,492253, 56.87% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68DEXL,Quần lót màu đen họa tiết ren đính nơ XL,10,746909,0,0,746909,259719,487190, 65.23% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q95DD,Quần lót ren nơ buộc dây màu đỏ đậm,13,759089,1,-60000,699089,217068,482021, 68.95% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q95DE,Quần lót ren nơ buộc dây màu đen,13,759089,1,-60000,699089,217396,481693, 68.90% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ9XN,Quần lót trơn cotton VN màu xanh nhạt Angela Secret,10,661167,0,0,661167,180000,481167, 72.78% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q83DEA,Quần lót ghen bụng cao màu đen size A (M/L),9,950064,0,0,950064,470000,480064, 50.53% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2XNCM,Quần lót trơn cotton đính ren ở viền màu xanh ngọc M,19,867899,0,0,867899,390512,477387, 55.00% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4HTOM,Quần lót cotton có gân màu hồng tôm có ren ở viền kèm nơ M,17,853341,0,0,853341,376276,477065, 55.91% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q114HTI,Quần lót cotton viền ren trắng màu hồng tím,10,723035,1,-75000,648035,174265,473770, 73.11% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q89XC,Quần lót dây hông ren thêu màu xanh coban,11,660000,0,0,660000,189943,470057, 71.22% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q74XLUM,Quần lót thoáng khí cotton màu xanh lục chữ YTX M,15,788134,0,0,788134,318351,469783, 59.61% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q31DE,Quần lót ren cánh bướm đen,19,1014623,3,-177600,837023,367779,469244, 56.06% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL27XG,Quần lót kháng khuẩn phối ren,10,700964,0,0,700964,234042,466922, 66.61% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3TNL,Quần lót cotton sexy đính ren ở viền màu tím nhạt kèm nơ L,14,730303,0,0,730303,266311,463992, 63.53% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2VM,Quần lót trơn cotton đính ren ở viền màu vàng M,14,732688,0,0,732688,274435,458253, 62.54% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7TNM,Quần lót cotton điểm ren trắng đính nơ màu tím nhạt M,16,795115,0,0,795115,337008,458107, 57.62% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QD2BEL,Quần độn mông trơn màu be L,9,932849,0,0,932849,477000,455849, 48.87% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q122G,Quần lót ren thêu hoa to dây đan trước màu ghi,10,700000,0,0,700000,244764,455236, 65.03% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q73DEL,Quần lót thoáng khí cotton màu đen L,17,908654,0,0,908654,454694,453960, 49.96% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1XNM,Quần lót cotton đính ren ở viền màu xanh nhạt kèm nơ M,16,788968,0,0,788968,336259,452709, 57.38% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q65G,Quần lót ren màu ghi đính kèm nơ,9,683919,1,-80000,603919,152032,451887, 74.83% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q95TD,Quần lót ren nơ buộc dây màu tím đậm,12,704895,1,-60000,644895,197275,447620, 69.41% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q83DEB,Quần lót ghen bụng cao màu đen size B (XL/XXL),7,817741,0,0,817741,374000,443741, 54.26% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q65DE,Quần lót ren màu đen đính kèm nơ,10,780967,2,-160000,620967,178760,442207, 71.21% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL24ND,Quần lót len tăm phối ren nâu đậm,10,700768,0,0,700768,260621,440147, 62.81% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL26XNC,Quần lót len tăm cạp cao xanh ngoc,9,613747,0,0,613747,174145,439602, 71.63% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q35G,Quần lót nơ mix ren trắng màu ghi,12,669681,0,0,669681,230688,438993, 65.55% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q63HD,Quần lót ren màu hồng đậm đai quần bằng dây,13,762470,0,0,762470,323718,438752, 57.54% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q116G,Quần lót cotton gân phối ren ghi,10,635817,0,0,635817,197834,437983, 68.89% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7GXL,Quần lót cotton điểm ren trắng đính nơ màu ghi XL,15,738607,0,0,738607,301030,437577, 59.24% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q89TD,Quần lót dây hông ren thêu màu tím đậm,10,600000,0,0,600000,173762,426238, 71.04% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ3VL,Quần lót cotton sexy đính ren ở viền màu vàng kèm nơ L,13,671709,0,0,671709,248185,423524, 63.05% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q36HTO,Quần lót ren dễ thương nhiều hoa màu hồng tôm,10,649924,0,0,649924,231522,418402, 64.38% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q73HPM,Quần lót thoáng khí cotton màu hồng phấn M,20,936312,0,0,936312,517998,418314, 44.68% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4HPL,Quần lót cotton có gân màu hồng phấn có ren ở viền kèm nơ L,18,962208,4,-240000,722208,304214,417994, 57.88% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ10NAU,Quần lót cotton viền đen màu nâu,11,692780,0,0,692780,275692,417088, 60.20% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7HPL,Quần lót cotton điểm ren trắng đính nơ màu hồng phấn L,15,716610,0,0,716610,301201,415409, 57.97% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QZ1303TM,Quần lót ren màu trắng size M,16,1077459,0,0,1077459,662400,415059, 38.52% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1TNM,Quần lót cotton đính ren ở viền màu tím nhạt kèm nơ M,16,817879,1,-60000,757879,343487,414392, 54.68% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q68DTXL,Quần lót màu đỏ tươi họa tiết ren đính nơ XL,9,648024,0,0,648024,235078,412946, 63.72% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7DEM,Quần lót cotton điểm ren trắng đính nơ màu đen M,13,713744,1,-60000,653744,242129,411615, 62.96% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1XNL,Quần lót cotton đính ren ở viền màu xanh nhạt kèm nơ L,16,768514,0,0,768514,359443,409071, 53.23% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ1VL,Quần lót cotton đính ren ở viền màu vàng kèm nơ L,12,627547,0,0,627547,219360,408187, 65.04% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q122HP,Quần lót ren thêu hoa dây đan trước hồng phấn,9,630000,0,0,630000,222645,407355, 64.66% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q35XN,Quần lót nơ mix ren trắng màu Xanh da trời,13,693532,0,0,693532,287958,405574, 58.48% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2CAMM,Quần lót trơn cotton đính ren ở viền màu cam M,14,679994,0,0,679994,275273,404721, 59.52% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL26T,Quần lót len tăm cạp cao trắng,9,580267,0,0,580267,180417,399850, 68.91% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4HTOL,Quần lót cotton có gân màu hồng tôm có ren ở viền kèm nơ L,12,652975,0,0,652975,254863,398112, 60.97% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q117HP,Quần lót ren sexy hồng phấn (kv),8,547147,0,0,547147,151528,395619, 72.31% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ5BEM,Quần lót trơn ren be size M,12,613551,0,0,613551,218160,395391, 64.44% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2GM,Quần lót trơn cotton đính ren ở viền màu ghi M,16,720745,0,0,720745,325726,395019, 54.81% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7GL,Quần lót cotton điểm ren trắng đính nơ màu ghi L,15,703780,0,0,703780,310179,393601, 55.93% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q74XNCM,Quần lót thoáng khí cotton màu xanh ngọc có chữ YTX size M,15,725383,0,0,725383,332559,392824, 54.15% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7TNL,Quần lót cotton điểm ren trắng đính nơ màu tím nhạt L,15,701472,0,0,701472,311811,389661, 55.55% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q78HCL,Quần lót trơn cotton màu hồng cam L,12,649723,0,0,649723,261166,388557, 59.80% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ6HPL,Quần lót cotton điểm sọc ngang hồng phấn L,13,747160,0,0,747160,358787,388373, 51.98% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,PNT01,Quần lót bông cotton size L,20,569942,0,0,569942,181960,387982, 68.07% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7HPM,Quần lót cotton điểm ren trắng đính nơ màu hồng phấn M,12,634725,0,0,634725,247407,387318, 61.02% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ4TNM,Quần lót cotton có gân màu tím nhạt có ren ở viền kèm nơ M,17,756953,0,0,756953,371370,385583, 50.94% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q117DE,Quần lót ren sexy đen,8,552147,0,0,552147,167074,385073, 69.74% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL24BE,Quần lót len tăm phối ren màu be,10,644752,0,0,644752,260621,384131, 59.58% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q31XD,Quần lót ren cánh bướm xanh đậm,14,741147,1,-58800,682347,299372,382975, 56.13% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q36BE,Quần lót ren dễ thương nhiều hoa màu be,11,695835,0,0,695835,315065,380770, 54.72% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q35XD,Quần lót nơ mix ren trắng màu đậm,10,573042,0,0,573042,193018,380024, 66.32% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QL26HP,Quần lót len tăm cạp cao hồng phấn,8,531099,0,0,531099,152008,379091, 71.38% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ7VM,Quần lót cotton điểm ren trắng đính nơ màu vàng M,13,664048,0,0,664048,285582,378466, 56.99% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,QD2DEM,Quần độn mông trơn màu đen M,10,914661,0,0,914661,537940,376721, 41.19% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ2XNCL,Quần lót trơn cotton đính ren ở viền màu xanh ngọc L,11,595149,0,0,595149,221182,373967, 62.84% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,CHQ9TD,Quần lót trơn cotton VN màu tím đậm Angela Secret,8,509163,0,0,509163,143240,365923, 71.87% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q116HP,Quần lót cotton gân phối ren hồng phấn,8,509550,0,0,509550,147992,361558, 70.96% 
ĐỒ LÓT >> Quần lót,ĐỒ LÓT,Quần lót,,Q116HTI,Quần lót cotton gân phối ren hồng tím,7,490000,0,0,490000,129426,360574, 73.59% 
